,review_body,stars,language,translated_review
281,"Compré 3 barras. 1 para cada balda del armario y estoy muy contenta con la luz que dan. La única pega - aunque es importante- es que en 2 de ellas el detector de movimiento dejó de funcionar y las tengo que encender manualmente. En cualquier caso, las recomiendo porque en verdad aunque parecen pequeñas, dan mucha luz.",3,es,"I bought 3 bars. 1 for each shelf in the closet and I am very happy with the light they give. The only downside - although it is important - is that in 2 of them the motion detector stopped working and I have to turn them on manually. In any case, I recommend them because although they seem small, they give a lot of light."
282,Muy correctas para el precio. Llegaron en el plazo indicado y los niños las están disfrutando muchísimo. La descripción corresponde al producto. Pedimos dos y tuvieron el detalle de enviarlas de diferentes colores para que no haya peleas.,4,es,Very correct for the price. They arrived within the indicated time and the children are enjoying them very much. The description corresponds to the product. We ordered two and they had the detail of sending them in different colors so that there were no fights.
283,"Fatal, la batería no dura más de 20 minutos, se apaga cuándo está en porcentajes como 80% o 70%, lo pongo a cargar cuándo se apaga y me pone que está otra vez a esos porcentajes. Es una lotería, me es imposible usarlo sin estar cargando ya que no se cuánto va a durar la batería.",1,es,"Fatal, the battery does not last more than 20 minutes, it turns off when it is at percentages like 80% or 70%, I put it on charge when it turns off and it tells me that it is at those percentages again. It's a lottery, it's impossible for me to use it without charging since I don't know how long the battery will last."
284,"Para 20 velocidades, deja mucho q desear...",2,pt,"For 20 speeds, it leaves a lot to be desired..."
285,La agenda muy bien para organizarte . Es de tapa blanda . A mi personalmente me gusta mucho pero si es verdad que es un poco cara ... pues es bastante sencilla para su precio.,4,es,The agenda is very good to organize you. It is soft cover. I personally like it a lot but it is true that it is a little expensive... well it is quite simple for its price.
286,"Se que el producto por el precio que tiene no le puedo pedir mucho, pero un simple volumen para que la música fantástica ! que toca mi hijo de 2 años no suene tan FUERTE. Tiene solo volumen para la radio lo que no sirve de nada ya que no la pone mucho. Y no se puede tocar dos notas al mismo tiempo.",1,es,"I know that for the price I can't ask for much, but a simple volume for fantastic music! that my 2-year-old son plays doesn't sound so LOUD. He only has volume for the radio which is of no use since he doesn't play it much. And you can't play two notes at the same time."
287,No sirve para sujetar el tomtom por lo que no le puedo sacar todo el rendimiento previsto,3,es,It doesn't serve to hold the tomtom so I can't get all the expected performance out of it.
288,"Buenas,compre el paraguas y no se porque me han echo dos cobros,uno del valor del paraguas y otro de 1€ que no me han devuelto aún.",3,es,"Hi, I bought the umbrella and I don't know why they charged me twice, one for the value of the umbrella and another for €1 that they haven't refunded me yet."
289,"No solo son muy pequeñas y de cartulina ( no son de pizarra), por el precio me esperaba que fuera una calidad mala, el problema es que son muy pequeños y no sirven para gente adulta. Además el proveedor no me ha querido hacer la devolución asi que fatal, no lo recomiendo ni el producto ni el proveedor",1,es,"Not only are they very small and made of cardboard (they are not slate), for the price I expected them to be poor quality, the problem is that they are very small and are not suitable for adult people. Furthermore, the supplier did not want to give me a refund, so terrible, I do not recommend either the product or the supplier."
290,La pantalla es aceptable pero el mando del motor no funciona correctamente. Hay que andar jugando con los botones de arriba y abajo para que responda bien. El cable del enchufe se queda algo corto para una pantalla tan grande.,3,es,The screen is acceptable but the engine control does not work correctly. You have to play with the up and down buttons to make it respond well. The plug cable is a bit short for such a large screen.
291,Me encanta y útil! Calidad precio ok!,5,es,I love it and useful! Price quality ok!
292,Menuda castaña. No cubre ni siquiera la parte táctil de la pantalla. Como puede verse en la foto es que ni siquiera cubre lo mínimo a exigir. A partir de ahí me da igual la calidad del cristal porque voy a tener que comprar otro. Dinero tirado,1,es,"What a chestnut. It doesn't even cover the touch part of the screen. As can be seen in the photo, it does not even cover the minimum required. From then on I don't care about the quality of the glass because I'm going to have to buy another one. Wasted money"
293,"El plato está bien pero podrian informar o clarificar que solo tiene un asa, en la foto puede dar lugar a dudas (que lleve dos). La resistencia al fregado todavia no la he probado.",3,es,"The plate is fine but they could inform or clarify that it only has one handle, in the photo it may give rise to doubts (that it has two). I have not tested the scrubbing resistance yet."
294,"Producto recibido hoy Roto Quiero el reembolso del Dinero Artículo roto, los complementos, bien, pero el espejo. Roto Vergonzoso el estado",1,es,"Product received today Broken I want a refund. Broken item, the accessories are fine, but the mirror. Broken Shameful state"
295,"Eran para el focus de un amigo y quedan especialmente bien, los recomiendo a ese precio. Una brida y asegurados jaja",5,es,"They were for a friend's focus and they look especially good, I recommend them at that price. A bridle and secured haha"
296,Rapidez y muy bien empaquetado. El producto cumple perfectamente mis espectativas. La piel es muy suave. Pienso repetir cuando sea necesario.,5,es,Fast and very well packaged. The product perfectly meets my expectations. The skin is very soft. I plan to repeat when necessary.
297,Informal nunca llego el producto me parece un timo,1,es,"Informally, the product never arrived, it seems like a scam to me"
298,"Ha llegado muy rápido, la he probado, no es gran cosa pero mejor que las del estanco super pequeñas va. Tira bien, por el precio bastante bien la verdad",4,es,"It arrived very quickly, I tried it, it's not a big deal but it's better than the super small ones at the tobacconist's. It shoots well, for the price it's pretty good actually."
299,"Encaja perfectamente y es muy bonita, el color azul, los márgenes brillantes... no afea el mv como otras fundas. Además es muy cómoda para coger el teléfono y escribir",5,es,"It fits perfectly and is very pretty, the blue color, the shiny margins... it doesn't disfigure the mv like other cases. It is also very comfortable to pick up the phone and write."
300,No son de calidad pero es económico. Cumple con su función,3,es,They are not quality but it is economical. It fulfills its function
